Date:2022_05_03
Time:12_15_06 Eastern Daylight Time
pdh3 
# Time(sec), Measured F1(Hz) 
64.55291372847122,195828313.98128086
64.88059349359037,195816594.60160664
65.20827325870951,195825673.52608532
65.53595302382865,195840719.92775962
65.86363278894781,195849869.46963271
66.19131255406695,195837467.7329408
66.5189923191861,195856129.95026672
66.84667208430525,195877632.66289923
67.1743518494244,195872677.8481692
67.50203161454354,195843950.32942387
67.82971137966268,195846604.19096884
68.15739114478183,195843719.55129558
68.48507090990098,195817063.50119376
68.81275067502013,195794758.34333628
69.14043044013927,195840066.20114827
69.46811020525843,195842196.8306349
69.79578997037757,195793975.48880675
70.12346973549671,195782340.58638418
70.45114950061586,195794981.23738703
70.778829265735,195840058.7937882
71.10650903085416,195853858.5297031
71.4341887959733,195821768.69065106
71.76186856109244,195824127.99396765
72.0895483262116,195849013.30286297
72.41722809133074,195828088.89084184
72.74490785644988,195815585.06170285
73.07258762156903,195819062.87068483
73.40026738668817,195830136.70276028
73.72794715180733,195859445.45645082
74.05562691692647,195856493.66643113
74.38330668204561,195848556.1833186
74.71098644716477,195832453.3348815
75.03866621228391,195827599.98996615
75.36634597740306,195835358.3887071
75.6940257425222,195859540.17446113
76.02170550764134,195846220.00898474
76.3493852727605,195828325.47188848
76.67706503787964,195821495.79351088
77.00474480299879,195815436.24263465
77.33242456811794,195812839.18202692
77.66010433323709,195809383.6507284
77.98778409835623,195832861.62150475
78.31546386347537,195818871.99122143
78.64314362859452,195812406.10267043
78.97082339371367,195849454.40274334
79.29850315883282,195824391.8360898
79.62618292395196,195786819.84634185
79.95386268907112,195805070.2028154
80.28154245419026,195836601.9519158
80.6092222193094,195822227.20581046
80.93690198442854,195804454.28344458
81.26458174954769,195818400.5749755
81.59226151466684,195805323.7614774
81.91994127978599,195837700.63319916
82.24762104490513,195844989.7055903
82.57530081002429,195838703.47930473
82.90298057514343,195814749.98707163
83.23066034026257,195809065.83419305
83.55834010538172,195829673.19214988
83.88601987050086,195823745.1695166
84.21369963562002,195799993.36313933
84.54137940073916,195818437.26266503
84.8690591658583,195846022.52096778
85.19673893097746,195815468.10290158
85.5244186960966,195830585.9421174
85.85209846121575,195870401.6773176
86.17977822633489,195840155.5684569
86.50745799145403,195835432.95025414
86.83513775657319,195854856.04355586
87.16281752169233,195854327.1341312
87.49049728681148,195824043.51563618
87.81817705193063,195830726.33689636
88.14585681704978,195828210.8646543
88.47353658216892,195839106.52440327
88.80121634728806,195851159.57957572
89.1288961124072,195838319.65113953
89.45657587752636,195840230.57734254
89.7842556426455,195818290.74193984
90.11193540776465,195804511.19678766
90.4396151728838,195826764.48886406
90.76729493800295,195830676.46922505
91.09497470312209,195842459.5987227
91.42265446824123,195838410.62897682
91.75033423336038,195836349.56984746
92.07801399847953,195833653.609247
92.40569376359868,195841057.51237655
92.73337352871782,195850211.09666783
93.06105329383698,195813459.37993342
93.38873305895612,195832534.34212178
93.71641282407526,195850339.84218854
94.0440925891944,195828105.83416927
94.37177235431355,195833587.27304888
94.6994521194327,195809266.07533002
95.02713188455185,195802748.5401157
95.35481164967099,195836477.643794
95.68249141479015,195834286.3439214
96.01017117990929,195832901.32930738
96.33785094502844,195836916.1791272
96.66553071014758,195861244.62570316
96.99321047526672,195867034.25505388
97.32089024038588,195848481.2850318
97.64857000550502,195841252.5387174
97.97624977062416,195875922.72639978
98.30392953574332,195852744.56609887
98.63160930086246,195824486.48488164
98.95928906598161,195838721.3277946
99.28696883110075,195830732.11041373
99.6146485962199,195807055.26341885
99.94232836133905,195807389.5366134
100.2700081264582,195818052.6122442
100.59768789157734,195791153.5163589
100.9253676566965,195808615.53098863
101.25304742181564,195833788.7052458
101.58072718693478,195813791.01420557
101.90840695205392,195818177.58286148
102.23608671717307,195839623.2557353
102.56376648229222,195850398.01788944
102.89144624741137,195810355.39922294
103.21912601253051,195797934.83178973
103.54680577764967,195822365.63128573
103.87448554276881,195823460.59493876
104.20216530788795,195816807.50456515
104.5298450730071,195820558.6551842
104.85752483812624,195847554.9874767
105.1852046032454,195872985.9707524
105.51288436836454,195845200.80507714
105.84056413348368,195834873.4869737
106.16824389860284,195823010.45523143
106.49592366372198,195805711.6989945
106.82360342884112,195825409.73040825
107.15128319396027,195822186.9665913
107.47896295907941,195873043.88099602
107.80664272419857,195851595.10726166
108.13432248931771,195817655.27675396
108.46200225443685,195839434.80309433
108.78968201955601,195842346.39588958
109.11736178467515,195853176.61707914
109.4450415497943,195834287.2804935
109.77272131491344,195801978.6832477
110.10040108003258,195810408.7843206
110.42808084515174,195831863.62068462
110.75576061027088,195835011.82161698
111.08344037539003,195836710.931561
111.41112014050918,195848574.5433326
111.73879990562833,195854967.31674188
112.06647967074747,195837222.24993798
112.39415943586661,195813899.75529772
112.72183920098576,195817166.03642097
113.04951896610491,195833641.33414626
113.37719873122406,195835697.26855558
113.7048784963432,195796569.35024256
114.03255826146236,195807731.74254763
114.3602380265815,195837620.94847438
114.68791779170064,195830144.92528158
115.01559755681978,195835893.80376887
115.34327732193893,195826403.71853083
115.67095708705808,195829772.86752957
115.99863685217723,195832454.19488475
116.32631661729637,195821807.1028378
116.65399638241553,195828472.22789052
116.98167614753467,195823907.78345573
117.30935591265381,195837257.6212461
117.63703567777296,195837085.81542078
117.9647154428921,195846391.7932202
118.29239520801126,195819407.06420562
118.6200749731304,195794610.80248272
118.94775473824954,195826714.2770276
119.2754345033687,195828141.53204712
119.60311426848784,195824041.2271635
119.93079403360699,195809946.9136365
120.25847379872613,195865650.42454475
120.58615356384527,195858158.81497347
120.91383332896443,195794037.30952913
121.24151309408357,195847303.82495967
121.56919285920272,195879119.64491713
121.89687262432187,195803221.24149248
122.22455238944102,195795477.99892354
122.55223215456016,195824713.13424438
122.8799119196793,195803996.31999272
123.20759168479844,195795260.31055218
123.5352714499176,195835248.5405727
123.86295121503674,195821610.65782923
124.19063098015589,195815926.09957454
124.51831074527504,195812362.36944377
124.84599051039419,195814861.02575865
125.17367027551333,195829314.94869286
125.50135004063247,195806103.08386624
125.82902980575162,195790943.63039553
126.15670957087077,195816581.5743163
126.48438933598992,195860462.56682208
126.81206910110906,195830870.47407255
127.13974886622822,195821346.10852054
127.46742863134736,195810441.29266015
127.7951083964665,195812503.53793037
128.12278816158565,195821971.36572108
128.45046792670482,195821849.86703905
128.77814769182396,195849774.3884896
129.1058274569431,195867741.10456732
129.43350722206225,195861218.08202058
129.7611869871814,195833324.92967778
130.08886675230053,195814591.9504415
130.41654651741968,195797329.9106531
130.74422628253882,195822814.7172745
131.071906047658,195838946.67409647
131.39958581277713,195866184.59776407
131.72726557789628,195840322.88845563
132.05494534301542,195832852.7512754
132.38262510813456,195822128.58733404
132.7103048732537,195819948.7992673
133.03798463837285,195856458.8640412
133.365664403492,195837776.81371748
133.69334416861116,195864884.341514
134.0210239337303,195843046.719405
134.34870369884945,195841093.669213
134.6763834639686,195843862.1768809
135.00406322908773,195799410.15522808
135.33174299420688,195809276.0300677
135.65942275932602,195841246.83257222
135.98710252444516,195828295.25499517
136.31478228956433,195817451.3261108
136.64246205468348,195825879.7331622
136.97014181980262,195836709.2201882
137.29782158492176,195861274.5971906
137.6255013500409,195817062.51650006
137.95318111516005,195793460.22879702
138.2808608802792,195802192.13055533
138.60854064539834,195822637.53725344
138.9362204105175,195807047.825078
139.26390017563665,195794215.4509597
139.5915799407558,195846443.84070772
139.91925970587494,195858742.95789385
140.24693947099408,195816308.26721114
140.57461923611322,195833152.8676139
140.90229900123236,195831802.85039306
141.2299787663515,195832676.6629081
141.55765853147068,195815212.2903229
141.88533829658982,195795526.99867323
142.21301806170896,195822953.102628
142.5406978268281,195815089.83032128
142.86837759194725,195821432.84265566
143.1960573570664,195830585.44104695
143.52373712218554,195869615.9910242
143.85141688730468,195859350.5687429
144.17909665242385,195864916.99115622
144.506776417543,195877281.34657076
144.83445618266214,195830325.55717868
145.16213594778128,195829875.74568278
145.48981571290042,195865122.61312273
145.81749547801957,195838059.76032138
146.1451752431387,195846965.45063585
146.47285500825785,195871424.05885386
146.80053477337702,195841031.28765345
147.12821453849617,195840987.44012058
147.4558943036153,195853983.467921
147.78357406873445,195820702.46756363
148.1112538338536,195830411.52010038
148.43893359897274,195816033.38015795
148.76661336409188,195791905.8789845
149.09429312921102,195832197.17369246
149.4219728943302,195844755.8910254
149.74965265944934,195811968.24362522
150.07733242456848,195795953.38150966
150.40501218968762,195813766.53120708
150.73269195480677,195820329.8089405
151.0603717199259,195817962.85440367
151.38805148504505,195819480.98337394
151.7157312501642,195819385.288329
152.04341101528337,195836958.1593468
152.3710907804025,195855537.33177084
152.69877054552165,195817704.98559064
153.0264503106408,195806599.8252193
153.35413007575994,195789612.34973866
153.68180984087908,195803493.9653515
154.00948960599823,195840184.26451498
154.33716937111737,195828370.82000953
154.66484913623654,195806894.31438357
154.99252890135568,195849791.98639494
155.32020866647483,195849421.46475172
155.64788843159397,195831629.1595276
155.9755681967131,195829272.94666153
156.30324796183226,195821819.1821134
156.6309277269514,195795175.38338858
156.95860749207054,195815187.4704396
157.2862872571897,195847097.67349678
157.61396702230886,195839741.22561616
157.941646787428,195845344.63052735
158.26932655254714,195820714.7962327
158.59700631766628,195797331.61600423
158.92468608278543,195798327.22035706
159.25236584790457,195821620.41904724
159.5800456130237,195848261.79297054
159.90772537814289,195824008.72184044
160.23540514326203,195829204.66993988
160.56308490838117,195818644.6567719
160.8907646735003,195807023.03307602
161.21844443861946,195805367.17182666
161.5461242037386,195807996.65942055
161.87380396885774,195804475.73614484
162.2014837339769,195844827.27413917
162.52916349909606,195857499.67161524
162.8568432642152,195815632.18205667
163.18452302933434,195825127.91589016
163.5122027944535,195830057.05743957
163.83988255957263,195802208.92071182
164.16756232469177,195812102.51143584
164.49524208981092,195822229.217451
164.82292185493006,195822710.971957
165.15060162004923,195867276.21460873
165.47828138516837,195833978.2476536
165.80596115028752,195816724.4183712
166.13364091540666,195840548.47345713
166.4613206805258,195831452.31258595
166.78900044564494,195809584.80145693
167.1166802107641,195828707.90358567
167.44435997588323,195833334.5010388
167.7720397410024,195813840.96924073
168.09971950612155,195831908.58552706
168.4273992712407,195813695.8116357
168.75507903635983,195817670.646814
169.08275880147897,195823733.86113247
169.41043856659812,195809296.2975954
169.73811833171726,195811162.2984936
170.0657980968364,195801978.65611243
170.39347786195557,195840615.29341966
170.72115762707472,195831466.5920201
171.04883739219386,195814855.6483231
171.376517157313,195829466.0835736
171.70419692243215,195817442.44066483
172.0318766875513,195842929.91224003
172.35955645267043,195829472.84464622
172.68723621778958,195827307.59169686
173.01491598290875,195846240.33183062
173.3425957480279,195818145.51726294
173.67027551314703,195812534.12045604
173.99795527826618,195834043.7578885
174.32563504338532,195838445.11947215
174.65331480850446,195851191.07596713
174.9809945736236,195842121.35351062
175.30867433874275,195824878.50533783
175.63635410386192,195853767.48876578
175.96403386898106,195872400.77016002
176.2917136341002,195881418.51481426
176.61939339921935,195824034.5996359
176.9470731643385,195818850.86104295
177.27475292945763,195849137.13193274
177.60243269457678,195840759.7518214
177.93011245969592,195806257.99402952
178.2577922248151,195852507.28933877
178.58547198993423,195892193.6765514
178.91315175505338,195884800.6360488
179.24083152017252,195849786.57520232
179.56851128529166,195834564.349806
179.8961910504108,195831179.81888086
180.22387081552995,195789598.99796116
180.5515505806491,195786350.8003205
180.87923034576826,195816699.38459724
181.2069101108874,195851146.71183717
181.53458987600655,195820927.4400168
181.8622696411257,195799875.93590027
182.18994940624484,195832113.6747626
182.51762917136398,195853258.2747886
182.84530893648312,195865757.29561082
183.17298870160226,195841402.38830924
183.50066846672144,195797809.1681818
183.82834823184058,195811220.73799187
184.15602799695972,195823493.24478245
184.48370776207886,195806610.02638716
184.811387527198,195789436.4681878
185.13906729231715,195826375.49157614
185.4667470574363,195869747.9561602
185.79442682255544,195862114.5020929
186.1221065876746,195847008.6140149
186.44978635279375,195845156.5902906
186.7774661179129,195842287.31352043
187.10514588303204,195811021.54808694
187.43282564815118,195826206.70107278
187.76050541327032,195805190.7948058
188.08818517838947,195808974.71932608
188.4158649435086,195850573.7524891
188.74354470862778,195848253.32258332
189.07122447374692,195853632.82546866
189.39890423886607,195824027.61044508
189.7265840039852,195791571.17986965
190.05426376910435,195806032.39843577
190.3819435342235,195827263.99086595
190.70962329934264,195843098.47001034
191.03730306446178,195842684.18750206
191.36498282958095,195839561.49851692
191.6926625947001,195825600.26467746
192.02034235981924,195804091.25374222
192.34802212493838,195822760.7114383
192.67570189005752,195825124.32844746
193.00338165517667,195818161.75904056
193.3310614202958,195838429.7944882
193.65874118541495,195814646.3311917
193.98642095053413,195820332.03014153
194.31410071565327,195844014.23800176
194.6417804807724,195875967.48409784
194.96946024589155,195866514.32067192
195.2971400110107,195836219.3125582
195.62481977612984,195800320.5134201
195.95249954124898,195787973.87712464
196.28017930636813,195803064.26025456
196.6078590714873,195828463.73002875
196.93553883660644,195818520.6406948
197.26321860172558,195831711.80186474
197.59089836684473,195830176.5481472
197.91857813196387,195804330.9461662
198.246257897083,195799157.03378457
198.57393766220216,195808990.47200066
198.9016174273213,195824945.8500298
199.22929719244047,195812919.1153213
199.5569769575596,195850576.49677143
199.88465672267876,195856958.4058047
200.2123364877979,195836508.00920042
200.54001625291704,195836510.9927668
200.86769601803618,195843228.911619
201.19537578315533,195834899.2531063
201.52305554827447,195840836.7514866
201.85073531339364,195860779.76483545
202.17841507851278,195856850.4406171
202.50609484363193,195816881.80968624
202.83377460875107,195831865.11160505
203.1614543738702,195850064.2740345
203.48913413898936,195856310.98197114
203.8168139041085,195814609.2591097
204.14449366922764,195824839.4754086
204.47217343434681,195846278.80601704
204.79985319946596,195824938.01470312
205.1275329645851,195808903.63107246
205.45521272970424,195824050.39123324
205.7828924948234,195852638.1878239
206.11057225994253,195834286.64594364
206.43825202506167,195828885.36136717
206.76593179018082,195812684.42838913
207.0936115553,195818984.20228514
207.42129132041913,195831982.6067592
207.74897108553827,195839474.07365918
208.07665085065742,195863869.10754055
208.40433061577656,195845789.15058088
208.7320103808957,195814923.8907954
209.05969014601484,195818564.31640798
209.387369911134,195817340.6460621
209.71504967625316,195836911.17551887
210.0427294413723,195838995.74961263
210.37040920649144,195830388.8623017
210.6980889716106,195854603.39897725
211.02576873672973,195847382.8223377
211.35344850184887,195817705.44741946
211.68112826696802,195850210.9965478
212.00880803208716,195860300.33047885
212.33648779720633,195840940.18561196
212.66416756232547,195848344.78318357
212.99184732744462,195854669.02432758
213.31952709256376,195809683.63426584
213.6472068576829,195780324.39604554
213.97488662280205,195811564.75503305
214.3025663879212,195828956.1373451
214.63024615304033,195814962.07029366
214.9579259181595,195835503.79641426
215.28560568327865,195847825.9734025
215.6132854483978,195832614.13230348
215.94096521351693,195830668.7695613
216.26864497863608,195839122.81565434
216.59632474375522,195825047.516063
216.92400450887436,195834753.0237643
217.2516842739935,195857553.23430824
217.57936403911268,195835603.39937663
217.90704380423182,195818215.74119705
218.23472356935096,195826669.46073243
218.5624033344701,195853007.50408432
218.89008309958925,195873085.93680277
219.2177628647084,195850965.7394918
219.54544262982753,195808740.12332088
219.87312239494668,195823321.73489687
220.20080216006585,195835121.45738643
220.528481925185,195823604.53188348
220.85616169030413,195811990.962452
221.18384145542328,195840896.86884916
221.51152122054242,195825111.33681476
221.83920098566156,195845919.9990802
222.1668807507807,195867836.72506934
222.49456051589985,195848315.50580007
222.82224028101902,195838396.71650743
223.14992004613816,195827895.6482752
223.4775998112573,195841423.54934245
223.80527957637645,195831687.37417614
224.1329593414956,195831247.62586614
224.46063910661474,195838748.12669295
224.78831887173388,195850664.97857332
225.11599863685302,195847147.0689953
225.4436784019722,195815501.80392498
225.77135816709134,195790097.53315744
226.09903793221048,195822657.15394175
226.42671769732962,195838895.1649479
226.75439746244876,195816246.1311598
227.0820772275679,195829688.92337707
227.40975699268705,195827976.92465943
227.7374367578062,195826822.52531588
228.06511652292536,195824507.7161359
228.3927962880445,195821524.44495237
228.72047605316365,195839269.88376644
229.0481558182828,195847719.9128453
229.37583558340194,195827618.64123195
229.70351534852108,195799787.76730764
230.03119511364022,195838448.70601723
230.35887487875937,195864009.88817972
230.68655464387854,195857390.99529737
231.01423440899768,195835123.21918607
231.34191417411682,195829152.4321217
231.66959393923597,195831659.61766553
231.9972737043551,195836464.93447828
232.32495346947425,195840800.70242304
232.6526332345934,195819762.91169938
232.98031299971254,195811281.7008229
233.3079927648317,195815486.2909943
233.63567252995085,195805207.5428568
233.96335229507,195837555.52096635
234.29103206018914,195828972.19962043
234.61871182530828,195794953.5208167
234.94639159042742,195830209.04197797
235.27407135554657,195857858.94325972
235.6017511206657,195829905.46582413
235.92943088578488,195807380.03131646
236.25711065090402,195846995.32514095
236.58479041602317,195865802.66088444
236.9124701811423,195847892.62609208
237.24014994626145,195847338.54035878
237.5678297113806,195878761.85390788
237.89550947649974,195881176.47846633
238.22318924161888,195834138.8790033
238.55086900673805,195839319.47873735
238.8785487718572,195874103.34873265
239.20622853697634,195864575.20387375
239.53390830209548,195831958.93172875
239.86158806721463,195851437.0360074
240.18926783233377,195841676.82171583
240.5169475974529,195823885.44322085
240.84462736257206,195793840.5267852
241.17230712769123,195812315.24079496
241.49998689281037,195826002.076701
241.8276666579295,195810061.24054977
242.15534642304866,195829374.78967506
242.4830261881678,195844990.24022582
242.81070595328694,195803597.9832461
243.13838571840608,195817534.39853936
243.46606548352523,195857117.96567726
243.7937452486444,195817279.41700011
244.12142501376354,195798312.18965727
244.44910477888268,195852661.01372898
244.77678454400183,195844568.11576593
245.10446430912097,195835650.25173634
245.4321440742401,195823833.15290698
245.75982383935926,195829241.53530705
246.0875036044784,195839760.37432617
246.41518336959757,195812136.20832255
246.7428631347167,195814756.52224353
247.07054289983586,195804488.46311495
247.398222664955,195813607.80941486
247.72590243007414,195845653.8410211
248.0535821951933,195826161.8151077
248.38126196031243,195827031.75080603
248.70894172543157,195860344.96417505
249.03662149055074,195822425.62590158
249.3643012556699,195800847.24505436
249.69198102078903,195825464.65841115
250.01966078590817,195835151.19533852
250.34734055102732,195844674.4612205
250.67502031614646,195858095.26818645
251.0027000812656,195845741.23526984
251.33037984638474,195820471.53455365
251.65805961150392,195824947.46934152
251.98573937662306,195835629.41841114
252.3134191417422,195851953.3075258
252.64109890686134,195860911.76141575
252.9687786719805,195840502.19114894
253.29645843709963,195829141.97203594
253.62413820221877,195843613.16035473
253.95181796733792,195831495.04850805
254.2794977324571,195818079.3858918
254.60717749757623,195845126.08927664
254.93485726269537,195858484.1280082
255.26253702781452,195819734.962888
255.59021679293366,195817125.7440083
255.9178965580528,195861321.71561146
256.245576323172,195840135.82714346
256.57325608829115,195800837.64914113
256.90093585341026,195793140.10894233
257.22861561852943,195839272.96076983
257.5562953836486,195817664.45337135
257.8839751487678,195798718.04316175
258.21165491388695,195843655.48777473
258.5393346790061,195826184.51997712
258.8670144441253,195796179.65386295
259.19469420924446,195812442.04498053
259.5223739743636,195865628.30980828
259.85005373948275,195883556.08832768
260.1777335046019,195814932.48185527
260.5054132697211,195818188.0383674
260.83309303484026,195866429.57312754
261.16077279995943,195844419.0930283
261.4884525650786,195822996.81461102
261.8161323301978,195857988.50231326
262.1438120953169,195829041.28155562
262.47149186043606,195816341.4424463
262.79917162555523,195856834.2806971
263.1268513906744,195818444.98442164
263.4545311557936,195797904.30577856
263.78221092091275,195840739.66911125
264.1098906860319,195860903.9995637
264.4375704511511,195838559.7993753
264.7652502162702,195825448.0748099
265.0929299813894,195834050.7730621
265.42060974650855,195824485.78922185
265.7482895116277,195837785.54274258
266.0759692767469,195833568.1374923
266.40364904186606,195863761.91838884
266.73132880698523,195858716.79324728
267.0590085721044,195815377.68202627
267.3866883372235,195807668.61949667
267.7143681023427,195816808.36105317
268.04204786746186,195862721.57680443
268.36972763258103,195855161.27137658
268.6974073977002,195838572.08310783
269.0250871628194,195846366.40697166
269.35276692793855,195857418.0677861
269.6804466930577,195876247.31069228
270.00812645817683,195847000.9117987
270.335806223296,195823533.84419426
270.6634859884152,195813250.16216087
270.99116575353435,195793380.6029117
271.3188455186535,195796598.00344282
271.6465252837727,195835656.69924617
271.97420504889186,195870384.23383814
272.30188481401103,195871906.52063182
272.62956457913015,195843514.49022937
272.9572443442493,195831323.9421829
273.2849241093685,195842840.81675214
273.61260387448766,195836534.09971702
273.94028363960683,195849545.02563632
274.267963404726,195861021.88705707
274.5956431698452,195835459.07088542
274.92332293496435,195842128.42105317
275.25100270008346,195829816.25616777
275.57868246520263,195836532.31989312
275.9063622303218,195822162.87003604
276.234041995441,195854282.3188221
276.56172176056015,195851073.4869017
276.8894015256793,195813094.54566768
277.2170812907985,195840829.07648528
277.54476105591766,195845530.9997794
277.8724408210368,195837446.77519345
278.20012058615595,195826572.76597202
278.5278003512751,195841075.813367
278.8554801163943,195835459.47419983
279.18315988151346,195812552.3656716
279.51083964663263,195828346.359223
279.8385194117518,195861774.62967646
280.166199176871,195810143.50038052
280.4938789419901,195831295.5881434
280.82155870710926,195857484.054016
281.14923847222843,195854158.61876947
281.4769182373476,195833597.48469517
281.8045980024668,195816623.4950807
282.13227776758595,195827679.94640523
282.4599575327051,195821852.7026278
282.7876372978243,195829922.48779914
283.1153170629434,195846422.53784877
283.4429968280626,195852659.33224353
283.77067659318175,195847463.85741675
